Timestamp,ImageName,NormalizedX,NormalizedY,ColorHex,Label
2026-05-25 18:07:11.488,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.554164,0.626569,FFE4C4,Pleural effusion
2026-05-25 18:07:11.503,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.553982,0.626110,FFE4C4,Pleural effusion
2026-05-25 18:07:11.517,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.553991,0.625865,FFE4C4,Pleural effusion
2026-05-25 18:07:11.531,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.554142,0.625764,FFE4C4,Pleural effusion
2026-05-25 18:07:11.544,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.554152,0.625754,FFE4C4,Pleural effusion
2026-05-25 18:07:11.558,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.554191,0.625468,FFE4C4,Pleural effusion
2026-05-25 18:07:11.573,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.553955,0.624889,FFE4C4,Pleural effusion
2026-05-25 18:07:11.586,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.553849,0.624259,FFE4C4,Pleural effusion
2026-05-25 18:07:11.602,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.551855,0.628659,FFE4C4,Pleural effusion
2026-05-25 18:07:11.616,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.549942,0.633082,FFE4C4,Pleural effusion
2026-05-25 18:07:11.631,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.550171,0.637655,FFE4C4,Pleural effusion
2026-05-25 18:07:11.644,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.548328,0.644735,FFE4C4,Pleural effusion
2026-05-25 18:07:11.657,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.548217,0.644592,FFE4C4,Pleural effusion
2026-05-25 18:07:11.671,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.548019,0.649352,FFE4C4,Pleural effusion
2026-05-25 18:07:11.686,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.546092,0.654093,FFE4C4,Pleural effusion
2026-05-25 18:07:11.700,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.544162,0.658790,FFE4C4,Pleural effusion
2026-05-25 18:07:11.713,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.542114,0.663483,FFE4C4,Pleural effusion
2026-05-25 18:07:11.726,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.542010,0.665670,FFE4C4,Pleural effusion
2026-05-25 18:07:11.740,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.541801,0.665378,FFE4C4,Pleural effusion
2026-05-25 18:07:11.753,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.541790,0.665408,FFE4C4,Pleural effusion
2026-05-25 18:07:11.768,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.541873,0.667908,FFE4C4,Pleural effusion
2026-05-25 18:07:11.783,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.542066,0.670301,FFE4C4,Pleural effusion
2026-05-25 18:07:11.797,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.540285,0.672758,FFE4C4,Pleural effusion
2026-05-25 18:07:11.810,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.540377,0.672677,FFE4C4,Pleural effusion
2026-05-25 18:07:11.824,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.540531,0.674913,FFE4C4,Pleural effusion
2026-05-25 18:07:11.837,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.540602,0.674775,FFE4C4,Pleural effusion
2026-05-25 18:07:11.852,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.540727,0.676982,FFE4C4,Pleural effusion
2026-05-25 18:07:11.867,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.540817,0.679243,FFE4C4,Pleural effusion
2026-05-25 18:07:11.881,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.541120,0.681637,FFE4C4,Pleural effusion
2026-05-25 18:07:11.895,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.541367,0.684038,FFE4C4,Pleural effusion
2026-05-25 18:07:11.908,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.541593,0.686518,FFE4C4,Pleural effusion
2026-05-25 18:07:11.921,996bc14f-d8da90e8-52865b30-26b0fd1b-f4d2a9c3,0.541831,0.686522,FFE4C4,Pleural effusion
